duration,protocol_type,src_bytes,dst_bytes,wrong_fragment,count,label
7.412,tcp,374.56,255.9,0,5,benign
7.568,tcp,688.98,489.83,0,4,r2l
4.795,icmp,342.61,242.44,0,3,benign
5.396,icmp,269.83,240.0,0,3,benign
3.375,icmp,87.94,101.36,0,4,probe
2.567,tcp,171.1,185.43,0,4,benign
9.599,tcp,205.01,201.72,0,5,benign
8.595,icmp,121.74,128.25,0,5,benign
3.082,tcp,349.58,309.0,1,5,benign
2.355,udp,196.66,181.98,0,6,benign
5.407,icmp,263.66,237.54,0,6,benign
1.028,udp,16.39,11.91,0,13,dos
3.959,icmp,257.86,178.01,0,4,benign
0.515,udp,17.75,21.23,0,22,dos
6.121,tcp,422.91,446.43,0,4,r2l
15.493,udp,811.56,1214.86,0,7,u2r
5.997,tcp,347.26,392.98,0,5,benign
1.864,icmp,366.56,245.41,1,4,benign
5.97,udp,305.41,213.46,0,5,benign
7.658,udp,149.01,120.55,0,6,benign
3.404,udp,106.76,87.45,0,6,benign
5.483,icmp,110.55,123.21,0,3,benign
2.875,icmp,344.72,291.65,0,3,benign
0.503,udp,15.59,20.36,1,20,dos
4.935,icmp,362.38,271.26,0,7,benign
4.596,tcp,224.58,315.55,0,6,benign
3.688,tcp,307.66,275.13,0,6,benign
9.951,icmp,605.09,808.8,0,3,r2l
19.926,icmp,1203.19,1242.46,0,4,u2r
0.529,tcp,22.11,17.45,0,16,dos
0.404,tcp,20.13,26.48,0,19,dos
0.797,tcp,27.42,37.45,0,20,dos
6.5,tcp,254.36,226.17,0,9,benign
6.855,icmp,417.63,301.64,0,5,benign
2.548,icmp,94.39,101.07,0,5,probe
0.262,icmp,12.44,17.16,1,20,dos
0.144,icmp,25.9,26.68,0,29,dos
5.663,udp,406.97,477.51,0,5,r2l
5.759,tcp,230.11,315.06,0,4,benign
2.512,udp,58.69,49.15,0,8,probe
0.372,icmp,34.47,34.32,0,20,dos
4.401,icmp,206.45,198.78,0,4,benign
6.11,icmp,693.16,891.49,0,7,r2l
6.084,icmp,247.13,344.39,0,6,benign
5.064,icmp,238.17,167.69,0,4,benign
3.5,tcp,275.12,218.57,0,6,benign
5.203,tcp,95.8,76.19,0,6,probe
4.681,tcp,361.32,246.28,0,4,benign
7.577,tcp,212.16,196.47,0,5,benign
3.699,tcp,421.73,286.7,0,4,benign
6.085,tcp,166.98,248.09,0,3,benign
6.263,icmp,166.82,193.05,0,8,benign
0.414,udp,25.29,25.03,0,20,dos
3.475,icmp,200.93,154.67,0,7,benign
5.469,icmp,283.98,204.04,0,2,benign
7.574,tcp,236.94,353.17,0,7,benign
1.868,udp,273.01,297.68,0,5,benign
0.073,tcp,5.64,4.77,1,18,dos
2.975,udp,90.4,123.69,0,3,probe
7.641,udp,218.68,225.3,0,3,benign
1.122,tcp,30.36,23.95,0,18,dos
3.211,tcp,378.96,279.82,0,5,benign
5.158,icmp,212.15,196.53,0,7,benign
1.433,tcp,362.82,312.64,0,5,benign
1.394,icmp,426.86,356.55,0,3,benign
0.528,tcp,38.54,35.14,0,16,dos
0.509,udp,35.02,34.92,0,20,dos
3.264,icmp,311.46,267.86,0,1,benign
4.445,icmp,122.75,176.44,0,5,probe
0.402,udp,26.34,22.32,0,19,dos
2.454,icmp,513.39,393.2,0,8,benign
4.325,icmp,206.49,252.41,0,10,benign
5.875,icmp,284.37,224.78,0,3,benign
0.607,icmp,27.05,21.32,0,17,dos
3.03,tcp,106.05,76.14,0,6,probe
9.159,tcp,515.85,720.98,0,3,r2l
2.953,icmp,220.44,329.59,0,1,benign
7.318,tcp,322.14,342.13,0,6,benign
2.247,icmp,530.15,647.07,0,3,r2l
0.159,icmp,1.55,1.06,0,3,worm
6.894,tcp,386.11,412.72,0,4,r2l
12.015,udp,759.81,1139.36,0,7,u2r
2.058,udp,227.92,193.11,0,8,benign
2.481,udp,266.71,317.01,0,7,benign
5.431,tcp,339.71,328.76,0,4,benign
2.622,tcp,274.04,204.95,0,6,benign
5.858,icmp,263.82,339.69,0,1,benign
3.915,udp,173.45,165.23,0,6,benign
2.444,icmp,262.78,255.71,0,2,benign
4.405,tcp,167.07,123.86,0,4,benign
17.851,icmp,714.71,560.75,0,3,u2r
4.348,tcp,153.23,153.5,0,6,probe
0.699,icmp,10.14,9.5,0,23,dos
3.689,icmp,313.78,264.65,0,9,benign
15.739,udp,1259.28,1646.93,0,6,u2r
0.28,udp,8.79,9.39,0,2,worm
5.215,icmp,257.26,212.76,0,3,benign
5.683,udp,254.94,238.35,0,8,benign
0.497,icmp,24.95,19.29,0,13,dos
0.33,udp,33.64,41.55,0,20,dos
3.241,tcp,107.69,96.67,0,4,probe
4.914,udp,175.94,172.85,0,6,benign
5.44,udp,286.79,316.35,0,7,benign
10.022,tcp,323.5,462.93,0,8,r2l
0.578,icmp,1.42,1.41,0,16,dos
3.876,icmp,304.06,222.99,0,4,benign
0.36,udp,18.01,15.48,0,15,dos
3.694,udp,171.51,149.94,0,4,benign
6.658,udp,218.16,193.36,0,4,benign
0.63,udp,12.61,14.69,0,18,dos
2.932,udp,49.13,37.22,0,3,probe
5.3,udp,321.17,308.7,0,6,benign
5.673,tcp,182.0,145.62,0,4,benign
2.197,icmp,103.89,143.76,0,4,probe
2.063,icmp,374.75,305.12,0,5,benign
8.997,tcp,1127.16,1155.98,0,5,u2r
2.813,icmp,206.98,157.06,0,3,benign
4.808,tcp,302.27,204.66,0,5,benign
4.899,tcp,337.76,292.32,0,2,benign
4.959,udp,249.61,168.17,0,7,benign
0.372,udp,6.25,6.61,2,8,worm
7.549,tcp,120.89,170.68,0,7,benign
0.541,tcp,89.61,67.66,0,6,probe
7.09,udp,217.17,316.15,0,3,benign
17.195,tcp,884.35,633.43,0,9,u2r
16.951,udp,966.23,887.69,0,3,u2r
6.979,udp,363.32,306.97,0,4,benign
7.428,udp,216.85,318.44,0,3,benign
0.502,icmp,25.49,35.45,0,12,dos
8.147,icmp,103.19,109.29,0,3,benign
4.155,udp,277.3,373.0,0,5,benign
6.325,icmp,339.91,245.35,0,8,benign
0.49,icmp,52.2,37.13,0,17,dos
3.936,icmp,40.78,45.4,0,5,probe
0.013,tcp,2.71,3.72,0,5,worm
3.49,tcp,109.51,152.86,0,5,benign
6.082,udp,297.38,323.54,0,8,benign
3.648,tcp,118.35,176.43,0,8,benign
5.263,udp,156.29,145.17,0,8,benign
6.732,icmp,379.21,390.26,0,12,r2l
3.616,udp,338.89,376.21,0,4,benign
0.305,udp,16.13,21.41,0,19,dos
0.325,icmp,4.95,7.24,0,3,worm
14.327,icmp,1448.63,993.84,0,6,u2r
4.084,tcp,54.78,74.9,0,4,probe
1.487,udp,218.08,215.71,0,8,benign
6.545,udp,293.38,304.71,0,8,benign
3.269,tcp,190.95,174.91,0,3,benign
3.938,icmp,91.46,63.08,0,3,probe
0.805,tcp,26.47,37.55,0,20,dos
0.552,tcp,38.31,42.22,0,27,dos
6.999,udp,243.49,300.28,0,4,benign
6.618,udp,291.08,327.64,0,3,benign
0.975,icmp,51.62,39.63,0,19,dos
2.21,tcp,134.2,93.1,0,4,probe
3.158,icmp,204.0,266.17,0,8,benign
2.53,icmp,244.75,309.49,0,6,benign
7.201,tcp,169.95,181.05,0,4,benign
5.082,icmp,271.44,192.6,0,11,benign
6.744,icmp,188.81,133.06,0,4,benign
5.555,tcp,199.64,253.59,0,6,benign
3.004,udp,215.44,172.63,0,2,benign
2.765,icmp,185.6,151.28,0,5,benign
4.59,udp,268.82,324.96,0,4,benign
2.431,udp,84.38,62.71,0,5,probe
0.422,icmp,17.23,21.35,0,25,dos
7.052,icmp,302.02,323.86,0,5,benign
8.209,icmp,171.46,183.79,0,8,benign
0.098,tcp,291.1,366.76,0,4,benign
3.243,tcp,96.87,94.28,0,3,probe
3.428,udp,252.62,181.01,0,5,benign
7.459,tcp,359.59,267.74,0,5,benign
3.579,icmp,75.43,85.47,0,3,probe
4.305,tcp,195.47,264.88,0,2,benign
3.28,udp,104.83,75.7,0,8,probe
5.228,tcp,354.76,262.32,0,2,benign
3.263,udp,6.92,4.69,0,11,probe
6.611,icmp,226.96,169.06,0,2,benign
0.376,icmp,13.5,18.66,0,21,dos
2.935,udp,198.54,217.41,0,7,benign
6.839,tcp,177.38,180.81,0,5,benign
2.205,udp,196.73,167.3,0,4,benign
15.627,tcp,1552.55,1186.39,0,3,u2r
5.345,icmp,124.89,110.91,0,4,benign
0.178,udp,3.56,2.57,0,4,worm
5.871,tcp,208.5,277.27,0,9,benign
5.437,udp,180.41,263.57,0,7,benign
0.513,tcp,27.13,29.71,0,20,dos
8.989,tcp,845.39,1124.99,0,8,u2r
5.454,udp,210.93,165.38,0,10,benign
9.988,icmp,201.02,218.18,0,5,benign
4.577,udp,166.85,228.0,0,6,benign
5.523,udp,325.37,281.59,0,5,benign
4.12,tcp,206.11,230.45,0,9,benign
6.232,tcp,190.96,270.23,0,5,benign
4.237,udp,104.89,134.45,0,4,probe
0.475,udp,21.78,30.4,0,13,dos
9.101,udp,693.23,487.22,0,2,r2l
5.909,udp,278.93,416.75,0,5,benign
0.332,tcp,10.23,7.01,0,5,worm
8.507,icmp,224.67,319.74,0,3,benign
1.005,udp,172.92,214.77,0,6,benign
4.177,tcp,287.89,197.99,0,5,benign
4.652,icmp,287.65,248.36,0,4,benign
1.395,icmp,19.43,14.09,0,17,dos
0.805,udp,23.6,17.76,0,15,dos
5.917,icmp,273.31,271.45,0,9,benign
0.01,udp,30.83,30.37,0,26,dos
0.01,icmp,3.81,2.76,0,4,worm
4.014,tcp,308.92,461.67,0,6,benign
5.955,udp,259.68,230.39,0,4,benign
0.194,udp,3.13,2.56,0,7,worm
0.01,tcp,31.31,39.3,0,19,dos
4.345,udp,467.93,322.32,0,8,r2l
5.282,tcp,114.57,125.34,0,4,benign
5.357,udp,183.12,268.84,0,8,benign
5.828,tcp,160.72,126.02,0,11,benign
5.595,icmp,228.46,220.01,0,9,benign
3.704,icmp,90.24,61.84,0,9,probe
0.913,icmp,2.57,2.34,0,22,dos
8.598,tcp,356.97,513.45,0,5,r2l
7.054,tcp,280.36,343.83,0,9,benign
6.693,tcp,240.46,322.59,0,6,benign
0.135,udp,2.82,4.0,0,6,worm
0.434,icmp,22.07,16.5,0,21,dos
7.58,icmp,346.0,273.59,0,2,benign
0.214,udp,6.43,9.41,0,4,worm
4.298,icmp,269.7,298.59,0,3,benign
6.671,icmp,302.54,287.29,0,1,benign
1.531,udp,244.73,257.78,0,8,benign
5.904,icmp,389.08,403.75,0,6,r2l
6.165,udp,143.54,205.11,0,5,benign
1.77,tcp,382.63,315.51,0,7,benign
4.24,udp,175.03,208.75,0,2,benign
3.513,tcp,274.42,230.08,0,3,benign
5.403,tcp,510.28,427.68,0,2,r2l
0.688,tcp,297.44,329.74,0,9,benign
1.373,icmp,96.43,74.1,0,5,probe
15.638,tcp,1247.45,935.6,0,1,u2r
5.762,tcp,476.72,332.95,0,4,r2l
3.846,udp,348.77,264.21,0,7,benign
4.9,udp,82.94,110.36,0,3,benign
4.956,icmp,127.87,147.78,0,5,benign
0.321,tcp,14.94,20.14,0,23,dos
8.565,tcp,346.45,249.6,0,7,benign
4.691,tcp,417.55,417.56,0,6,benign
2.254,udp,165.73,176.71,0,2,benign
3.691,icmp,235.78,221.61,0,8,benign
1.237,tcp,179.95,155.56,0,4,probe
5.783,icmp,272.48,285.74,0,6,benign
0.602,tcp,22.17,23.37,0,13,dos
0.395,udp,17.48,17.47,0,16,dos
6.365,udp,144.47,144.04,0,2,benign
8.79,icmp,1748.76,1276.88,0,1,u2r
0.172,tcp,17.88,19.57,0,21,dos
6.778,icmp,417.78,371.32,0,7,benign
5.689,icmp,250.26,216.64,0,2,benign
9.662,icmp,413.47,328.55,0,6,benign
9.372,udp,249.75,305.32,0,3,benign
6.537,udp,950.22,814.16,0,6,u2r
5.108,udp,253.41,257.08,0,9,benign
4.412,tcp,221.37,290.39,0,2,benign
6.288,icmp,294.89,370.78,0,5,benign
6.586,tcp,334.26,320.18,0,5,r2l
0.617,udp,14.67,15.76,0,18,dos
4.377,icmp,296.34,229.46,0,9,benign
0.825,udp,22.63,15.58,0,30,dos
4.326,tcp,264.21,187.64,0,7,benign
3.594,icmp,385.66,307.55,0,4,benign
3.999,icmp,314.31,273.78,0,9,benign
6.213,tcp,272.94,270.17,0,3,benign
0.659,udp,65.49,53.63,0,7,benign
3.904,icmp,260.16,348.33,0,7,benign
0.516,icmp,3.28,3.76,0,26,dos
3.623,udp,219.23,271.76,0,6,benign
5.628,tcp,161.06,154.4,0,2,benign
16.028,udp,1155.18,889.06,0,3,u2r
1.008,tcp,25.27,34.05,0,21,dos
3.955,udp,110.73,129.12,0,4,benign
1.956,udp,117.0,163.89,0,9,probe
1.147,icmp,23.38,20.09,0,23,dos
0.244,udp,0.9,1.16,0,2,worm
0.395,icmp,0.85,0.69,0,15,dos
2.885,udp,298.03,260.98,0,3,benign
7.105,icmp,513.12,508.73,0,6,r2l
0.494,udp,39.01,35.9,0,15,dos
4.944,tcp,176.58,246.86,0,8,benign
0.762,icmp,12.93,13.13,0,15,dos
0.22,udp,19.29,20.05,0,18,dos
0.832,icmp,46.28,33.36,0,21,dos
5.885,udp,136.06,95.93,0,5,benign
0.617,udp,11.48,8.22,0,17,dos
6.527,udp,581.43,561.76,0,3,r2l
4.86,icmp,263.44,304.84,0,5,benign
0.219,tcp,7.48,8.08,0,6,worm
2.446,tcp,191.92,150.9,0,8,benign
3.62,tcp,174.85,193.89,0,4,benign
4.345,udp,357.75,294.8,0,12,benign
0.882,tcp,48.82,41.91,0,13,dos
6.062,tcp,978.06,663.76,0,5,r2l
0.496,udp,144.81,156.85,0,3,benign
5.661,icmp,293.38,326.16,0,3,benign
7.22,udp,418.5,285.64,0,0,benign
5.43,icmp,180.53,213.3,0,8,benign
2.201,udp,115.55,124.27,0,3,probe
4.691,tcp,200.73,139.8,0,5,benign
0.432,tcp,31.28,30.75,1,24,dos
4.003,icmp,107.75,83.51,0,7,probe
7.832,tcp,521.53,717.83,0,5,r2l
6.287,tcp,138.28,166.46,0,3,benign
8.117,udp,925.58,891.8,0,1,u2r
4.79,udp,195.54,159.44,0,5,benign
1.244,icmp,322.34,453.19,0,7,benign
4.944,udp,232.61,311.84,0,2,benign
5.513,tcp,552.54,536.17,0,6,r2l
0.355,udp,41.27,27.84,0,27,dos
2.586,udp,69.04,96.71,0,3,probe
0.201,tcp,7.71,9.98,0,9,worm
4.137,icmp,192.43,245.53,0,2,benign
9.62,tcp,319.2,234.57,0,4,benign
6.716,icmp,362.87,448.64,0,7,benign
1.155,udp,97.24,78.4,0,2,probe
4.076,udp,84.23,62.14,0,4,benign
6.097,icmp,299.09,274.51,0,4,benign
1.582,tcp,176.23,158.85,0,5,benign
2.355,udp,343.74,355.53,0,2,benign
2.33,icmp,88.81,79.23,0,3,probe
0.856,icmp,23.56,29.83,0,16,dos
10.828,tcp,378.64,417.18,0,3,benign
0.232,tcp,2.66,2.07,0,7,worm
4.824,icmp,284.25,310.68,0,3,benign
1.402,udp,76.09,52.03,0,4,probe
11.795,udp,911.67,1089.92,0,5,u2r
6.016,icmp,159.93,181.39,0,2,benign
7.156,icmp,179.46,165.54,0,2,benign
8.033,icmp,332.41,271.17,0,4,benign
2.502,icmp,222.81,259.04,0,5,benign
2.814,udp,233.08,272.08,0,2,benign
0.854,tcp,152.32,140.51,0,3,benign
3.196,tcp,235.62,322.53,0,5,benign
1.004,udp,29.43,27.96,0,22,dos
19.273,tcp,1322.94,1407.92,0,4,u2r
2.438,udp,210.48,233.03,0,1,benign
4.188,icmp,88.6,108.75,1,4,probe
3.933,icmp,399.65,403.66,0,8,benign
4.738,udp,150.27,112.53,0,5,benign
2.637,tcp,174.22,250.74,0,4,benign
6.992,tcp,122.81,98.79,0,5,benign
20.256,tcp,553.79,678.35,0,2,u2r
2.357,icmp,66.84,61.34,0,3,benign
1.826,icmp,227.48,339.41,0,4,benign
3.944,tcp,210.82,180.5,0,4,benign
0.187,icmp,24.67,26.39,0,26,dos
6.543,udp,278.64,290.72,0,6,benign
0.212,tcp,0.45,0.55,0,12,dos
20.259,udp,1374.13,1280.79,0,3,u2r
4.683,udp,295.73,244.84,0,4,benign
4.566,tcp,350.62,322.83,0,4,benign
8.554,udp,150.08,159.28,0,7,benign
1.487,udp,415.34,314.56,0,3,benign
7.218,tcp,133.32,168.83,0,5,benign
5.961,icmp,234.45,288.66,0,6,benign
3.309,icmp,197.1,161.43,0,5,benign
0.039,tcp,229.53,270.51,0,7,benign
6.797,tcp,183.13,173.3,0,4,benign
0.509,udp,23.94,23.41,0,15,dos
0.213,icmp,37.04,39.04,0,25,dos
3.387,icmp,197.72,228.09,0,6,benign
2.702,icmp,60.2,53.36,0,2,probe
0.155,icmp,22.06,16.71,0,23,dos
8.123,udp,459.0,362.52,0,6,benign
3.941,udp,134.82,192.44,0,9,benign
12.795,icmp,1215.92,963.06,0,6,u2r
0.93,icmp,17.92,13.05,0,28,dos
0.939,tcp,31.67,40.0,0,18,dos
3.496,icmp,296.9,410.86,0,1,benign
10.269,udp,237.83,309.78,0,7,benign
4.234,tcp,278.91,234.03,0,6,benign
17.076,tcp,1545.76,1062.13,0,2,u2r
0.31,tcp,7.31,5.42,0,3,worm
5.579,tcp,361.62,323.94,0,3,benign
6.3,udp,324.13,349.57,0,4,benign
4.288,icmp,69.56,98.09,0,1,probe
5.027,icmp,255.16,198.16,0,5,benign
0.977,tcp,535.47,663.41,0,4,r2l
18.041,tcp,1047.72,848.92,0,5,u2r
5.112,udp,231.62,241.78,0,3,benign
0.135,udp,37.07,43.49,0,23,dos
8.455,icmp,318.24,387.37,0,8,benign
3.834,tcp,360.69,318.71,0,7,benign
2.056,udp,117.4,92.2,0,6,probe
19.853,tcp,1070.84,1373.1,0,6,u2r
3.31,tcp,182.85,269.29,0,1,benign
0.965,tcp,31.07,46.4,0,26,dos
4.608,icmp,117.38,131.04,0,11,probe
9.063,udp,221.97,296.19,0,3,benign
19.897,tcp,631.87,535.02,0,1,u2r
3.736,udp,255.32,265.5,0,4,r2l
6.112,icmp,226.44,291.07,0,9,benign
7.056,udp,269.04,296.59,0,1,benign
3.861,udp,145.76,115.59,0,7,probe
2.376,udp,218.71,269.54,0,4,benign
2.958,icmp,14.12,14.53,0,3,probe
2.779,icmp,112.76,114.24,0,6,probe
2.333,icmp,250.36,185.69,0,4,benign
5.254,icmp,231.78,169.05,0,3,benign
3.189,tcp,328.11,260.58,0,2,benign
0.247,tcp,7.31,7.02,0,5,worm
0.711,udp,17.88,18.17,0,14,dos
4.744,tcp,116.41,81.21,0,5,probe
7.485,tcp,653.1,481.62,0,2,r2l
0.131,icmp,2.99,2.8,0,3,worm
4.641,udp,170.34,206.39,0,4,benign
15.277,icmp,1219.36,1438.12,0,8,u2r
6.376,icmp,289.16,221.03,0,7,benign
6.963,tcp,383.86,385.28,0,6,benign
5.987,tcp,274.42,199.34,0,1,benign
8.661,tcp,286.13,273.43,0,5,r2l
0.189,tcp,7.96,9.18,0,4,worm
8.156,icmp,305.09,371.99,0,4,benign
7.925,tcp,262.9,241.84,0,3,benign
0.224,icmp,4.46,5.36,0,6,worm
4.854,icmp,360.9,307.82,0,3,benign
0.622,icmp,23.39,21.53,0,26,dos
2.428,udp,30.23,36.41,0,7,probe
2.115,tcp,162.25,112.93,0,5,probe
6.863,tcp,190.84,177.75,0,6,benign
3.762,icmp,275.77,261.78,0,5,benign
8.412,icmp,319.39,239.0,0,9,benign
0.784,icmp,212.01,154.88,0,5,benign
5.603,tcp,391.34,405.84,0,5,benign
5.955,udp,201.45,150.86,0,4,benign
6.168,udp,216.63,225.4,0,6,benign
7.443,tcp,377.65,342.81,0,3,benign
4.911,icmp,367.71,375.74,0,6,benign
5.448,icmp,356.2,339.45,0,7,benign
2.462,udp,185.85,252.76,0,3,benign
1.651,icmp,323.71,239.07,0,12,benign
4.65,icmp,294.6,258.97,0,1,benign
17.707,udp,1404.78,1186.69,0,8,u2r
8.15,tcp,367.05,301.97,0,6,benign
1.465,tcp,183.72,193.73,0,6,benign
1.169,tcp,266.46,211.05,0,4,benign
5.432,udp,150.04,118.8,0,1,benign
4.413,tcp,35.59,47.61,0,2,benign
4.821,icmp,207.89,179.55,0,3,benign
13.52,udp,613.78,553.94,1,7,u2r
0.557,udp,35.8,34.78,0,19,dos
2.673,tcp,18.59,20.45,0,8,benign
4.187,icmp,265.4,320.38,0,5,benign
4.824,tcp,289.15,281.31,0,6,benign
2.244,icmp,313.04,393.94,0,8,benign
2.676,udp,110.93,138.41,0,3,benign
0.805,tcp,189.13,164.28,0,3,benign
8.465,icmp,245.98,187.44,0,4,benign
0.356,tcp,5.99,7.76,0,8,worm
3.523,icmp,268.22,384.23,0,6,benign
0.123,icmp,27.97,20.5,0,19,dos
6.871,tcp,225.4,268.33,0,5,benign
4.903,icmp,228.5,220.07,0,5,benign
5.97,icmp,270.31,184.1,0,5,benign
0.28,tcp,22.07,20.6,0,16,dos
3.446,icmp,150.03,105.64,0,3,probe
2.894,udp,306.63,270.76,0,3,benign
2.712,udp,87.38,122.19,0,4,probe
4.646,icmp,242.8,185.45,0,5,benign
7.908,tcp,280.78,378.75,0,3,benign
4.813,udp,435.32,342.25,0,5,benign
2.822,udp,152.56,103.1,0,4,probe
4.831,icmp,379.18,334.77,0,7,benign
2.347,icmp,215.63,275.14,0,2,benign
3.445,udp,78.65,64.8,0,3,probe
4.666,icmp,293.55,218.41,0,5,benign
6.479,udp,365.02,386.47,0,5,benign
0.723,udp,21.42,17.87,0,18,dos
8.471,icmp,603.43,709.18,0,8,r2l
6.634,icmp,179.35,225.66,0,6,benign
7.612,tcp,155.34,196.61,0,3,benign
8.141,tcp,550.79,620.91,0,5,r2l
9.421,tcp,222.01,330.85,0,5,benign
4.423,icmp,300.85,313.01,0,4,benign
10.622,udp,392.28,368.02,0,6,r2l
7.382,icmp,198.37,186.68,0,8,benign
0.653,tcp,33.94,22.64,0,9,dos
20.328,udp,919.19,1334.06,0,5,u2r
4.738,tcp,201.32,247.55,0,6,benign
4.793,icmp,181.36,164.37,0,8,benign
5.072,icmp,355.4,239.81,0,6,benign
6.275,udp,135.12,164.52,0,3,benign
0.254,tcp,50.03,43.43,0,22,dos
2.264,udp,240.45,205.96,0,8,benign
5.67,icmp,466.65,342.31,0,4,benign
4.836,icmp,93.11,104.49,0,1,probe
7.825,icmp,262.31,337.63,0,7,benign
3.557,udp,394.73,267.49,0,7,benign
5.147,udp,325.8,222.93,0,5,benign
2.144,udp,105.79,144.49,0,3,probe
3.381,tcp,308.76,265.48,0,5,benign
2.075,tcp,112.72,117.89,0,5,probe
5.475,udp,289.36,392.96,0,8,benign
6.368,icmp,386.51,342.62,0,3,benign
4.552,udp,351.9,362.15,0,9,benign
7.725,udp,214.83,146.26,0,5,benign
6.709,icmp,278.6,233.28,0,2,benign
0.403,icmp,10.73,13.46,0,26,dos
8.1,icmp,280.17,193.08,0,10,benign
3.508,tcp,238.57,189.9,0,2,benign
11.181,icmp,740.67,532.83,0,0,r2l
3.333,tcp,130.22,157.88,0,2,benign
7.521,tcp,570.31,520.76,0,6,r2l
6.113,udp,169.19,153.11,0,7,benign
0.237,udp,22.72,30.14,0,18,dos
4.712,icmp,249.82,265.38,0,8,benign
4.99,tcp,339.91,313.8,0,6,benign
6.248,icmp,195.32,155.8,0,6,benign
6.641,icmp,234.1,158.95,0,5,benign
3.085,udp,50.07,68.41,0,1,probe
2.116,icmp,91.01,102.5,0,5,probe
12.476,icmp,945.98,739.51,0,6,u2r
6.569,udp,232.01,230.08,0,2,benign
3.879,icmp,288.67,219.04,0,3,benign
8.312,udp,340.73,431.68,0,4,r2l
8.696,icmp,345.08,369.35,0,6,benign
4.557,tcp,210.59,268.11,0,7,benign
5.9,icmp,314.99,217.36,0,6,benign
5.372,icmp,499.97,336.97,0,4,r2l
0.815,udp,29.67,41.82,0,20,dos
2.68,icmp,239.02,354.1,0,4,benign
10.619,icmp,423.38,316.75,0,6,benign
6.656,icmp,390.06,273.06,0,4,benign
3.308,icmp,35.86,31.76,0,6,probe
0.139,tcp,6.03,6.86,0,6,worm
2.108,udp,289.69,327.24,0,6,benign
8.234,tcp,336.92,359.51,0,3,benign
4.03,tcp,434.26,309.42,0,2,benign
0.489,icmp,15.95,17.48,0,20,dos
7.351,tcp,364.55,262.37,0,4,benign
0.339,udp,33.02,38.05,0,17,dos
0.209,udp,3.61,4.43,0,1,worm
5.968,tcp,253.3,333.79,0,5,benign
0.565,udp,19.94,25.79,0,27,dos
0.571,udp,23.4,22.44,0,21,dos
0.378,udp,22.79,25.22,0,31,dos
9.62,tcp,635.16,620.36,0,8,r2l
5.906,icmp,336.18,352.09,0,2,benign
4.365,icmp,284.68,257.5,0,9,benign
8.074,tcp,140.05,169.26,0,5,benign
0.01,icmp,102.23,139.11,0,6,probe
0.151,icmp,3.45,2.72,0,3,worm
0.144,udp,5.29,5.28,0,4,worm
2.579,icmp,137.74,144.61,0,8,probe
0.576,icmp,10.52,10.12,0,26,dos
4.986,tcp,255.59,238.44,0,3,benign
9.214,tcp,231.02,166.3,0,5,benign
3.952,udp,52.39,75.54,0,9,probe
6.516,udp,466.46,583.06,0,2,r2l
10.408,icmp,203.01,224.28,0,5,benign
0.311,tcp,231.04,187.99,0,4,benign
4.698,icmp,235.45,190.62,0,3,benign
2.431,icmp,42.88,52.86,0,4,probe
5.58,udp,153.19,216.25,0,1,benign
2.485,tcp,128.81,123.83,0,7,benign
2.984,icmp,202.69,143.35,0,7,benign
0.796,icmp,26.46,26.25,0,32,dos
2.365,tcp,99.72,120.62,0,0,probe
5.994,udp,340.94,274.67,0,6,benign
3.687,udp,329.74,246.05,0,6,benign
4.581,udp,290.02,324.78,0,5,benign
2.414,icmp,82.27,115.09,0,2,probe
16.676,icmp,894.85,899.14,0,1,u2r
9.471,tcp,509.33,615.0,0,6,r2l
7.464,udp,603.87,544.57,0,3,r2l
3.155,tcp,178.87,125.47,0,4,probe
5.985,tcp,383.77,274.47,0,10,benign
0.013,tcp,33.86,29.85,1,28,dos
10.207,icmp,210.08,183.76,0,5,benign
4.383,icmp,332.78,383.35,0,5,benign
0.762,udp,31.19,25.27,0,17,dos
4.169,udp,519.76,407.76,0,5,r2l
9.347,icmp,406.98,394.06,0,2,r2l
3.03,tcp,268.55,197.61,0,6,benign
0.779,icmp,22.2,15.03,0,18,dos
4.818,udp,211.35,265.24,0,4,benign
20.498,icmp,717.35,1023.19,0,5,u2r
5.562,tcp,146.42,155.07,0,5,benign
0.622,udp,28.06,22.04,0,22,dos
3.772,tcp,324.67,227.56,0,2,benign
9.749,udp,275.62,210.29,0,6,benign
0.916,udp,15.35,14.41,0,25,dos
2.595,icmp,97.52,83.72,0,5,benign
7.581,tcp,243.05,338.32,0,5,benign
4.477,udp,260.94,197.46,0,7,benign
0.01,icmp,16.69,19.15,0,22,dos
4.907,icmp,279.83,304.6,0,7,benign
7.079,icmp,351.28,304.18,0,3,benign
6.397,icmp,223.53,271.76,0,5,benign
6.833,udp,233.37,317.48,0,8,benign
5.469,tcp,235.75,171.03,0,4,benign
4.491,tcp,323.46,256.53,0,7,benign
3.612,icmp,260.64,259.24,0,6,benign
0.902,udp,32.05,43.75,0,15,dos
2.505,udp,128.18,162.17,0,9,benign
0.139,icmp,32.52,23.07,0,17,dos
0.032,udp,2.37,2.44,0,5,worm
8.548,icmp,476.45,357.48,0,5,r2l
0.463,udp,14.75,17.85,0,23,dos
5.604,udp,104.15,120.37,0,7,benign
0.547,udp,5.23,5.87,0,23,dos
3.602,tcp,128.49,88.67,0,1,benign
0.691,icmp,35.82,26.68,0,21,dos
0.354,tcp,23.62,20.03,0,28,dos
